Id,zone_FV,zone_RH,zone_RL,zone_RM,zone_c,YearBuilt,YearRemodAdd,BsmtFinYN,BsmtFinSF1,Basement,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BathUpTotal,BsmtBathTot,BathTOT,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,OpenPorchSF,LOG(Porch),EnclosedPorch,3SsnPorch,ScreenPorch,SalePrice,OverallQual,OverallCond,ExterQual_NUM,ExterCond_NUM,bsmt_cond_NUM,bsmt_qual_NUM,KitchenQual_NUM,QUALITY,QUALITY2,logqual2,zeros,TOT_rooms,LOG(ft_per_room),LOG(YFN)2,Sold_FN,sale_cond,sale_new,sale_other,sale_con,sale_deed,cond_norm,cond_abnorm,cond_ajdlnd,cond_partial,cond_other,Blmngtn,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NoRidge,NridgHt,NWAmes,OldTown,Sawyer,SawyerW,Somerst,StoneBr,SWISU,Timber,Fix_LotFrontage,LotArea,NUM_BsmtQual,NUM_BsmtCond,NUM_BsmtExpos,BsmtFinSF12,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF4,NUM_Heat,CentralAir,1stFlrSF5,2ndFlrSF6,Fireplaces,NUM_Fire,GarageCars13,GarageArea,NUM_GarQual,NUM_GarCond,PavedDrive,TOT_Porch,LOG(bsun)
11,0,0,1,0,0,1965,1965,1,906,1,1040,1040,0,1040,1,0,1,0,1,1,2,3,1,5,1,0,0,0.01,0,0,0,129500,5,5,3,3,3,3,3,25,49,1.69019608,8,15,2.318063335,1.662757832,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,11200,3,3,0,906,0,134,1040,5,1,1040,0,0,0,1,384,3,3,1,0,2.127104798
12,0,0,1,0,0,2005,2006,1,998,1,1175,1182,1142,2324,1,0,3,0,3,1,4,4,1,8,3,147,21,2.225309282,0,0,0,345000,9,5,5,3,5,3,5,35,85,1.929418926,5,20,2.463146137,0.77815125,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,11924,5,3,0,998,0,177,1175,5,1,1182,1142,2,4,3,736,3,3,1,94.5,2.247973266
13,0,0,1,0,0,1962,1962,1,737,1,912,912,0,912,1,0,1,0,1,1,2,2,1,4,1,140,0,2.499687083,0,0,176,144000,5,6,3,3,3,3,3,26,54,1.73239376,6,13,2.357934847,1.69019608,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12968,3,3,0,737,0,175,912,3,1,912,0,0,0,1,352,3,3,1,246,2.243038049
14,0,0,1,0,0,2006,2007,0,0,1,1494,1494,0,1494,0,0,2,0,2,0,2,3,1,6,3,160,33,2.285557309,0,0,0,279500,7,5,4,3,4,3,4,30,67,1.826074803,10,20,2.396199347,0.698970004,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,10652,4,3,2,0,0,1494,1494,5,1,1494,0,1,4,3,840,3,3,1,113,3.174350597
15,0,0,1,0,0,1960,1960,1,733,1,1253,1253,0,1253,1,0,1,1,1.5,1,2.5,2,1,5,1,0,213,2.589949601,176,0,0,157000,6,5,3,3,3,3,3,26,54,1.73239376,5,17,2.398981067,1.707570176,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10920,3,3,0,733,0,520,1253,3,1,1253,0,1,2,1,352,3,3,1,565,2.716003344
16,0,0,0,1,0,1929,2001,0,0,1,832,854,0,854,0,0,1,0,1,0,1,2,1,4,2,48,112,2.204119983,0,0,0,132000,7,8,3,3,3,3,3,30,80,1.903089987,10,12,2.329397879,1.913813852,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6120,3,3,0,0,0,832,832,5,1,854,0,0,0,2,576,3,3,1,136,2.920123326
17,0,0,1,0,0,1970,1970,1,578,1,1004,1004,0,1004,1,0,1,0,1,1,2,2,1,4,2,0,0,0.01,0,0,0,149000,6,7,3,3,3,3,3,28,66,1.819543936,8,14,2.399673721,1.612783857,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11241,3,3,0,578,0,426,1004,5,1,1004,0,1,3,2,480,3,3,1,0,2.629409599
18,0,0,1,0,0,1967,1967,0,0,0,0,1296,0,1296,0,0,2,0,2,0,2,2,2,6,2,0,0,0.01,0,0,0,90000,4,5,3,3,5,5,3,28,60,1.77815125,14,6,2.334453751,1.643452676,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,10791,0,0,0,0,0,0,0,3,1,1296,0,0,0,2,516,3,3,1,0,0.01
19,0,0,1,0,0,2004,2004,1,646,1,1114,1114,0,1114,1,0,1,1,1.5,1,2.5,3,1,6,2,0,102,2.008600172,0,0,0,159000,5,5,3,3,3,3,4,26,51,1.707570176,6,17,2.26873394,0.84509804,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,13695,3,3,0,646,0,468,1114,5,1,1114,0,0,0,2,576,3,3,1,102,2.670245853
20,0,0,1,0,0,1958,1965,1,504,1,1029,1339,0,1339,0,0,1,0,1,0,1,3,1,5,1,0,0,0.01,0,0,0,139000,5,6,3,3,3,3,3,26,54,1.73239376,10,14,2.427810573,1.72427587,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,7560,3,3,0,504,0,525,1029,3,1,1339,0,0,0,1,294,3,3,1,0,2.720159303
21,0,0,1,0,0,2005,2006,0,0,1,1158,1158,1218,2376,0,0,3,1,3.5,0,3.5,4,1,9,3,240,154,2.595496222,0,0,0,325300,8,5,4,3,5,3,4,32,75,1.875061263,8,20,2.421603927,0.77815125,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101,14215,5,3,2,0,0,1158,1158,5,1,1158,1218,1,4,3,853,3,3,1,274,3.063708559
22,0,0,0,1,0,1930,1950,0,0,1,637,1108,0,1108,0,0,1,0,1,0,1,3,1,5,1,0,0,2.311753861,205,0,0,139400,7,7,3,3,3,3,4,30,75,1.875061263,11,11,2.345569756,1.908485019,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7449,3,3,0,0,0,637,637,5,1,1108,0,1,4,1,280,3,3,0,410,2.804139432
23,0,0,1,0,0,2002,2002,0,0,1,1777,1795,0,1795,0,0,2,0,2,0,2,3,1,6,2,171,159,2.51851394,0,0,0,230000,8,5,4,3,4,3,4,31,72,1.857332496,10,22,2.475913203,0.954242509,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,9742,4,3,0,0,0,1777,1777,5,1,1795,0,1,4,2,534,3,3,1,244.5,3.249687428
24,0,0,0,1,0,1976,1976,1,840,1,1040,1060,0,1060,1,0,1,0,1,1,2,3,1,5,2,100,110,2.322219295,0,0,0,129900,5,7,3,3,4,3,3,28,62,1.792391689,6,15,2.326335861,1.544068044,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,4224,4,3,0,840,0,200,1040,3,1,1060,0,1,3,2,572,3,3,1,160,2.301029996
25,0,0,1,0,0,1968,2001,1,188,1,1060,1060,0,1060,1,0,1,0,1,1,2,3,1,5,1,406,90,2.695481676,0,0,0,154000,5,8,3,4,3,3,4,30,69,1.838849091,6,16,2.326335861,1.633468456,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8246,3,3,1,188,668,204,1060,5,1,1060,0,1,3,1,270,3,3,1,293,2.309630167
26,0,0,1,0,0,2007,2007,0,0,1,1566,1600,0,1600,0,0,2,0,2,0,2,3,1,6,3,0,56,1.748188027,0,0,0,256300,8,5,4,3,4,3,4,31,72,1.857332496,11,20,2.425968732,0.602059991,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,14230,4,3,0,0,0,1566,1566,5,1,1600,0,1,4,3,890,3,3,1,56,3.194791758
27,0,0,1,0,0,1951,2000,1,234,1,900,900,0,900,0,1,1,0,1,0.5,1.5,3,1,5,2,222,32,2.404833717,0,0,0,134800,5,7,3,3,3,3,4,28,61,1.785329835,6,14,2.255272505,1.77815125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,7200,3,3,1,234,486,180,900,3,1,900,0,0,0,2,576,3,3,1,143,2.255272505
28,0,0,1,0,0,2007,2008,1,1218,1,1704,1704,0,1704,1,0,2,0,2,1,3,3,1,6,3,0,50,1.698970004,0,0,0,306000,8,5,4,3,5,3,4,32,75,1.875061263,7,22,2.45331834,0.602059991,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,11478,5,3,0,1218,0,486,1704,5,1,1704,0,1,4,3,772,3,3,1,50,2.686636269
29,0,0,1,0,0,1957,1997,1,1277,1,1484,1600,0,1600,1,0,1,0,1,1,2,2,1,4,1,288,258,2.737192643,0,0,0,207500,5,6,3,3,3,3,3,26,54,1.73239376,6,18,2.602059991,1.73239376,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,16321,3,3,3,1277,0,207,1484,3,1,1600,0,2,4,1,319,3,3,1,402,2.315970345
30,0,0,0,1,0,1927,1950,0,0,1,520,520,0,520,0,0,1,0,1,0,1,1,1,3,1,49,0,2.133538908,87,0,0,68500,4,6,3,3,3,3,2,24,46,1.662757832,10,8,2.238882089,1.924279286,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6324,3,3,0,0,0,520,520,2,0,520,0,0,0,1,240,2,3,1,198.5,2.716003344
31,0,0,0,0,1,1920,1950,0,0,1,649,649,668,1317,0,0,1,0,1,0,1,3,1,5,1,0,54,2.354108439,172,0,0,40000,4,4,3,2,3,3,3,22,37,1.568201724,9,11,2.420615771,1.959041392,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8500,3,3,0,0,0,649,649,3,0,649,668,0,0,1,250,3,2,0,398,3.089198367
32,0,0,1,0,0,1966,2006,0,0,1,1228,1228,0,1228,0,0,1,1,1.5,0,1.5,3,1,6,1,0,65,1.812913357,0,0,0,149350,5,6,3,3,3,3,4,27,56,1.748188027,10,17,2.311047116,1.653212514,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8544,3,3,0,0,0,1228,1228,4,1,1228,0,0,0,1,271,3,3,1,65,3.09131516
33,0,0,1,0,0,2007,2007,0,0,1,1234,1234,0,1234,0,0,2,0,2,0,2,3,1,6,2,0,30,1.477121255,0,0,0,179900,8,5,4,3,5,3,4,32,75,1.875061263,11,17,2.313163909,0.602059991,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,11049,5,3,2,0,0,1234,1234,5,1,1234,0,0,0,2,484,3,3,1,30,2.579783597
34,0,0,1,0,0,1959,1959,1,1018,1,1398,1700,0,1700,0,1,1,1,1.5,0.5,2,4,1,7,2,0,38,1.579783597,0,0,0,165500,5,5,3,3,3,3,4,26,51,1.707570176,6,20,2.385350881,1.716003344,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,10552,3,3,0,1018,0,380,1398,4,1,1700,0,1,4,2,447,3,3,1,38,2.610660163
35,0,0,1,0,0,2005,2005,1,1153,1,1561,1561,0,1561,1,0,2,0,2,1,3,2,1,5,2,203,47,2.397940009,0,0,0,277500,9,5,5,3,5,3,5,35,85,1.929418926,6,20,2.494432899,0.77815125,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,7313,5,3,0,1153,0,408,1561,5,1,1561,0,1,4,2,556,3,3,1,148.5,3.048053173
36,0,0,1,0,0,2004,2005,0,0,1,1117,1132,1320,2452,0,0,3,1,3.5,0,3.5,4,1,9,3,113,32,2.161368002,0,0,0,309000,8,5,4,3,5,3,4,32,75,1.875061263,8,19,2.435277956,0.84509804,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,13418,5,3,2,0,0,1117,1117,5,1,1132,1320,1,4,3,691,3,3,1,88.5,3.040206628
37,0,0,1,0,0,1994,1995,0,0,1,1097,1097,0,1097,0,0,1,1,1.5,0,1.5,3,1,6,2,392,64,2.658964843,0,0,0,145000,5,5,3,3,4,3,3,26,52,1.716003344,9,16,2.262055377,1.230448921,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,10859,4,3,0,0,0,1097,1097,5,1,1097,0,0,0,2,672,3,3,1,260,1.924279286
38,0,0,1,0,0,1954,1990,1,1213,1,1297,1297,0,1297,0,1,1,0,1,0.5,1.5,3,1,5,2,0,0,0.01,0,0,0,153000,5,6,3,3,3,3,3,26,54,1.73239376,8,17,2.413969972,1.755874856,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,8532,3,3,0,1213,0,84,1297,4,1,1297,0,1,3,2,498,3,3,1,0,2.5132176
39,0,0,1,0,0,1953,2007,1,731,1,1057,1057,0,1057,1,0,1,0,1,1,2,3,1,5,1,0,52,1.716003344,0,0,0,109000,5,7,3,4,3,3,4,29,64,1.806179974,7,16,2.325104983,1.763427994,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68,7922,3,3,0,731,0,326,1057,3,1,1057,0,0,0,1,246,3,3,1,52,0.01
40,0,0,1,0,0,1955,1955,0,0,0,0,1152,0,1152,0,0,2,0,2,0,2,2,2,6,0,0,0,0.01,0,0,0,82000,4,5,3,3,5,5,2,27,58,1.763427994,15,6,2.283301229,1.748188027,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6040,0,0,0,0,0,0,0,3,0,1152,0,0,0,0,0,0,0,0,0,2.648360011
41,0,0,1,0,0,1965,1965,1,643,1,1088,1324,0,1324,0,0,2,0,2,0,2,3,1,6,2,0,138,2.139879086,0,0,0,160000,6,5,3,3,3,3,3,26,54,1.73239376,9,16,2.343736735,1.662757832,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,8658,3,3,0,643,0,445,1088,5,1,1324,0,1,3,2,440,3,3,1,138,2.583198774
42,0,0,1,0,0,1959,1959,1,967,1,1350,1328,0,1328,0,1,1,1,1.5,0.5,2,2,1,5,1,0,104,2.017033339,0,0,0,170000,5,6,3,4,3,3,3,27,57,1.755874856,6,18,2.424228071,1.716003344,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,16905,3,3,3,967,0,383,1350,4,1,1328,0,2,4,1,308,3,3,0,104,0.01
43,0,0,1,0,0,1983,1983,1,747,1,840,884,0,884,1,0,1,0,1,1,2,2,1,4,2,240,0,2.380211242,0,0,0,144000,5,7,3,3,4,3,4,29,64,1.806179974,7,13,2.344392274,1.447158031,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9180,4,3,2,747,93,0,840,4,1,884,0,0,0,2,504,3,4,1,120,2.222716471
44,0,0,1,0,0,1975,1980,1,280,1,938,938,0,938,1,0,1,0,1,1,2,3,1,5,1,145,0,2.161368002,0,0,0,130250,5,6,3,3,4,3,3,27,57,1.755874856,7,15,2.273232834,1.556302501,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9200,4,3,2,280,491,167,938,3,1,938,0,0,0,1,308,3,3,1,72.5,2.667452953
45,0,0,1,0,0,1959,1959,1,179,1,1150,1150,0,1150,1,0,1,0,1,1,2,3,1,5,1,0,0,0.01,0,0,0,141000,5,6,3,3,3,3,3,26,54,1.73239376,8,16,2.361727836,1.716003344,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,7945,3,3,0,179,506,465,1150,5,1,1150,0,0,0,1,300,3,3,1,0,3.112605002
46,0,0,1,0,0,2005,2005,1,456,1,1752,1752,0,1752,1,0,2,0,2,1,3,2,1,5,2,196,82,2.444044796,0,0,0,319900,9,5,5,3,5,3,5,35,85,1.929418926,6,22,2.544564097,0.77815125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,7658,5,3,0,456,0,1296,1752,5,1,1752,0,1,4,2,576,3,3,1,180,2.369215857
47,0,0,1,0,0,2003,2003,1,1351,1,1434,1518,631,2149,1,0,1,1,1.5,1,2.5,1,1,4,2,168,43,2.611723308,0,0,198,239686,7,5,4,3,5,3,4,31,70,1.84509804,3,18,2.730176424,0.903089987,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,12822,5,3,0,1351,0,83,1434,5,1,1518,631,1,5,2,670,3,3,1,325,3.212720154
48,1,0,0,0,0,2006,2006,1,24,1,1656,1656,0,1656,0,0,2,0,2,0,2,3,1,6,3,0,146,2.164352856,0,0,0,249700,8,5,4,3,4,3,4,31,72,1.857332496,9,21,2.440909082,0.698970004,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,11096,4,3,2,24,0,1632,1656,5,1,1656,0,0,0,3,826,3,3,1,146,2.866877814
49,0,0,0,1,0,1920,2008,0,0,1,736,736,716,1452,0,0,2,0,2,0,2,2,3,7,0,0,0,2.008600172,102,0,0,113000,4,5,3,3,3,3,3,24,44,1.643452676,11,14,2.316868576,1.959041392,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,4456,3,3,0,0,0,736,736,4,1,736,716,0,0,0,0,0,0,0,204,2.283301229
50,0,0,1,0,0,1966,1966,1,763,1,955,955,0,955,1,0,1,0,1,1,2,3,1,5,1,0,0,0.01,0,0,0,127000,5,7,3,3,3,3,3,27,59,1.770852012,8,15,2.281033367,1.653212514,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,7742,3,3,0,763,0,192,955,5,1,955,0,0,0,1,386,3,3,1,0,2.786751422
51,0,0,1,0,0,1997,1997,1,182,1,794,794,676,1470,0,1,2,0,2,0.5,2.5,3,1,6,2,0,75,1.875061263,0,0,0,177000,6,6,3,3,4,3,3,28,63,1.799340549,6,14,2.389166084,1.146128036,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13869,4,3,2,182,0,612,794,4,1,794,676,0,0,2,388,3,3,1,75,2.911690159
52,0,0,0,1,0,1934,1950,0,0,1,816,816,0,1176,0,0,1,0,1,0,1,3,1,5,2,112,0,2.049218023,0,0,0,114500,6,6,3,3,3,3,3,27,60,1.77815125,11,12,2.371437317,1.886490725,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6240,3,3,0,0,0,816,816,3,1,816,0,1,4,2,528,3,3,1,56,0.01
53,0,0,0,1,0,1963,1963,1,104,1,816,816,0,816,1,0,1,0,1,1,2,2,1,4,2,106,0,2.025305865,0,0,0,110000,5,5,2,3,4,3,3,25,49,1.69019608,7,12,2.309630167,1.681241237,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,8472,4,3,3,104,712,0,816,3,0,816,0,0,0,2,516,3,3,1,53,1.505149978
