Id,zone_FV,zone_RH,zone_RL,zone_RM,YearBuilt,YearRemodAdd,FinishedBasement,BsmtFinSF1,Basement,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,BathTotal,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,OpenPorchSF,LOG(Porch),EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice,Zeros,OverallQual,OverallCond,ExterQual_NUM,ExterCond_NUM,KitchenQual_NUM,QUALITY,QUALITY2,logqual,TOT_rooms,ft_per_room,LOG(YFN)2,Sold_FN,sale_cond,sale_new,sale_other,sale_con,sale_deed,cond_norm,cond_abnorm,cond_ajdlnd,cond_alloc,cond_fam,cond_part,Blmngtn,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NoRidge,NridgHt,NWAmes,OldTown,Sawyer,SawyerW,Somerst,StoneBr,SWISU,Timber,Fix_LotFrontage,LotArea,NUM_BsmtQual,NUM_BsmtCond,NUM_BsmtExpos,BsmtFinSF1,BsmtFinType2,,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,NUM_Heat,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,TOTBaseBath,FullBath,HalfBath,TOTbath,BedroomAbvGr,KitchenAbvGr,Fireplaces,NUM_Fire,GarageCars,GarageArea,NUM_GarQual,NUM_GarCond,PavedDrive,TOT_Porch,LOG(bsun)
11,0,0,1,0,1965,1965,1,906,1,1040,1040,0,1040,1,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,129500,10,5,5,3,3,3,16,27,1.431363764,10,104,1.77815125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,11200,3,3,0,906,Unf,,0,134,1040,5,1,1040,0,1,0,1,1,0,2,3,1,0,0,1,384,3,3,1,0,2.127104798
12,0,0,1,0,2005,2006,1,998,1,1175,1182,1142,2324,1,0,3,0,4,3,1,11,3,147,21,1.322219295,0,0,0,0,345000,7,9,5,5,3,5,21,50,1.698970004,7,148.5714286,1.77815125,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,11924,5,3,0,998,Unf,,0,177,1175,5,1,1182,1142,1,0,1,3,0,4,4,1,2,4,3,736,3,3,1,94.5,2.247973266
13,0,0,1,0,1962,1962,1,737,1,912,912,0,912,1,0,1,0,2,1,1,4,1,140,0,0.01,0,0,176,0,144000,8,5,6,3,3,3,14,22,1.342422681,6,157.3333333,1.763427994,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12968,3,3,0,737,Unf,,0,175,912,3,1,912,0,1,0,1,1,0,2,2,1,0,0,1,352,3,3,1,246,2.243038049
14,0,0,1,0,2006,2007,0,0,1,1494,1494,0,1494,0,0,2,0,3,2,1,7,3,160,33,1.51851394,0,0,0,0,279500,11,7,5,4,3,4,17,30,1.477121255,11,157.5454545,1.740362689,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,10652,4,3,2,0,Unf,,0,1494,1494,5,1,1494,0,0,0,0,2,0,2,3,1,1,4,3,840,3,3,1,113,3.174350597
15,0,0,1,0,1960,1960,1,733,1,1253,1253,0,1253,1,0,1,1,2,1.5,1,5,1,0,213,2.328379603,176,0,0,0,157000,7,6,5,3,3,3,21,50,1.698970004,7,118.1428571,1.740362689,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10920,3,3,0,733,Unf,,0,520,1253,3,1,1253,0,1,0,1,1,1,3,2,1,1,2,1,352,3,3,1,565,2.716003344
16,0,0,0,1,1929,2001,0,0,1,832,854,0,854,0,0,1,0,2,1,1,5,2,48,112,2.049218023,0,0,0,0,132000,11,7,8,3,3,3,21,50,1.698970004,7,126,1.707570176,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6120,3,3,0,0,Unf,,0,832,832,5,1,854,0,0,0,0,1,0,1,2,1,0,0,2,576,3,3,1,136,2.920123326
17,0,0,1,0,1970,1970,1,578,1,1004,1004,0,1004,1,0,1,0,2,1,1,5,2,0,0,0.01,0,0,0,0,149000,10,6,7,3,3,3,17,32,1.505149978,11,161,1.698970004,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11241,3,3,0,578,Unf,,0,426,1004,5,1,1004,0,1,0,1,1,0,2,2,1,1,3,2,480,3,3,1,0,2.629409599
18,0,0,1,0,1967,1967,0,0,0,0,1296,0,1296,0,0,2,0,2,2,2,6,2,0,0,0.01,0,0,0,0,90000,16,4,5,3,3,3,18,35,1.544068044,10,122.4,1.681241237,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,10791,0,0,0,0,NA,,0,0,0,3,1,1296,0,0,0,0,2,0,2,2,2,0,0,2,516,3,3,1,0,0.01
19,0,0,1,0,2004,2004,1,646,1,1114,1114,0,1114,1,0,1,1,3,1.5,1,6,2,0,102,2.008600172,0,0,0,0,159000,8,5,5,3,3,4,18,35,1.544068044,10,129.6,1.633468456,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,13695,3,3,0,646,Unf,,0,468,1114,5,1,1114,0,1,0,1,1,1,3,3,1,0,0,2,576,3,3,1,102,2.670245853
20,0,0,1,0,1958,1965,1,504,1,1029,1339,0,1339,0,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,139000,11,5,6,3,3,3,19,40,1.602059991,14,144.2857143,1.51851394,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,7560,3,3,0,504,Unf,,0,525,1029,3,1,1339,0,0,0,0,1,0,1,3,1,0,0,1,294,3,3,1,0,2.720159303
21,0,0,1,0,2005,2006,0,0,1,1158,1158,1218,2376,0,0,3,1,4,3.5,1,9,3,240,154,2.187520721,0,0,0,0,325300,9,8,5,4,3,4,18,37,1.568201724,12,127.9166667,1.491361694,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101,14215,5,3,2,0,Unf,,0,1158,1158,5,1,1158,1218,0,0,0,3,1,4,4,1,1,4,3,853,3,3,1,274,3.063708559
22,0,0,0,1,1930,1950,0,0,1,637,1108,0,1108,0,0,1,0,3,1,1,6,1,0,0,0.01,205,0,0,0,139400,12,7,7,3,3,4,19,40,1.602059991,12,127.9166667,1.491361694,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7449,3,3,0,0,Unf,,0,637,637,5,1,1108,0,0,0,0,1,0,1,3,1,1,4,1,280,3,3,0,410,2.804139432
23,0,0,1,0,2002,2002,0,0,1,1777,1795,0,1795,0,0,2,0,3,2,1,7,2,171,159,2.201397124,0,0,0,0,230000,11,8,5,4,3,4,19,37,1.568201724,8,140.75,1.785329835,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,9742,4,3,0,0,Unf,,0,1777,1777,5,1,1795,0,0,0,0,2,0,2,3,1,1,4,2,534,3,3,1,244.5,3.249687428
24,0,0,0,1,1976,1976,1,840,1,1040,1060,0,1060,1,0,1,0,3,1,1,6,2,100,110,2.041392685,0,0,0,0,129900,8,5,7,3,3,3,18,35,1.544068044,6,173.3333333,1.77815125,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,4224,4,3,0,840,Unf,,0,200,1040,3,1,1060,0,1,0,1,1,0,2,3,1,1,3,2,572,3,3,1,160,2.301029996
25,0,0,1,0,1968,2001,1,188,1,1060,1060,0,1060,1,0,1,0,3,1,1,6,1,406,90,1.954242509,0,0,0,0,154000,7,5,8,3,4,4,19,40,1.602059991,9,116.4444444,1.77815125,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8246,3,3,1,188,ALQ,,668,204,1060,5,1,1060,0,1,0,1,1,0,2,3,1,1,3,1,270,3,3,1,293,2.309630167
26,0,0,1,0,2007,2007,0,0,1,1566,1600,0,1600,0,0,2,0,3,2,1,7,3,0,56,1.748188027,0,0,0,0,256300,12,8,5,4,3,4,19,40,1.602059991,7,160.5714286,1.748188027,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,14230,4,3,0,0,Unf,,0,1566,1566,5,1,1600,0,0,0,0,2,0,2,3,1,1,4,3,890,3,3,1,56,3.194791758
27,0,0,1,0,1951,2000,1,234,1,900,900,0,900,0,1,1,0,3,1,1,5,2,222,32,1.505149978,0,0,0,0,134800,7,5,7,3,3,4,19,40,1.602059991,6,147,1.73239376,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,7200,3,3,1,234,Rec,,486,180,900,3,1,900,0,0,1,0.5,1,0,1.5,3,1,0,0,2,576,3,3,1,143,2.255272505
28,0,0,1,0,2007,2008,1,1218,1,1704,1704,0,1704,1,0,2,0,3,2,1,7,3,0,50,1.698970004,0,0,0,0,306000,9,8,5,4,3,4,17,30,1.477121255,7,120.7142857,1.72427587,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,11478,5,3,0,1218,Unf,,0,486,1704,5,1,1704,0,1,0,1,2,0,3,3,1,1,4,3,772,3,3,1,50,2.686636269
29,0,0,1,0,1957,1997,1,1277,1,1484,1600,0,1600,1,0,1,0,2,1,1,6,1,288,258,2.411619706,0,0,0,0,207500,8,5,6,3,3,3,20,42,1.62324929,12,144.5,1.51851394,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,16321,3,3,3,1277,Unf,,0,207,1484,3,1,1600,0,1,0,1,1,0,2,2,1,2,4,1,319,3,3,1,402,2.315970345
30,0,0,0,1,1927,1950,0,0,1,520,520,0,520,0,0,1,0,1,1,1,4,1,49,0,0.01,87,0,0,0,68500,11,4,6,3,3,2,20,45,1.653212514,12,158.5,1.505149978,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6324,3,3,0,0,Unf,,0,520,520,2,0,520,0,0,0,0,1,0,1,1,1,0,0,1,240,2,3,1,198.5,2.716003344
32,0,0,1,0,1966,2006,0,0,1,1228,1228,0,1228,0,0,1,1,3,1.5,1,6,1,0,65,1.812913357,0,0,0,0,149350,11,5,6,3,3,4,19,41,1.612783857,6,144.8333333,1.939519253,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8500,3,3,0,0,Unf,,0,649,649,3,0,649,668,0,0,0,1,0,1,3,1,0,0,1,250,3,2,0,398,3.089198367
33,0,0,1,0,2007,2007,0,0,1,1234,1234,0,1234,0,0,2,0,3,2,1,7,2,0,30,1.477121255,0,0,0,0,179900,12,8,5,4,3,4,19,36,1.556302501,7,104.1428571,1.875061263,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8544,3,3,0,0,Unf,,0,1228,1228,4,1,1228,0,0,0,0,1,1,2,3,1,0,0,1,271,3,3,1,65,3.09131516
34,0,0,1,0,1959,1959,1,1018,1,1398,1700,0,1700,0,1,1,1,4,1.5,1,6,2,0,38,1.579783597,0,0,0,0,165500,8,5,5,3,3,4,11,14,1.146128036,6,133.3333333,1.86923172,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,11049,5,3,2,0,Unf,,0,1234,1234,5,1,1234,0,0,0,0,2,0,2,3,1,0,0,2,484,3,3,1,30,2.579783597
35,0,0,1,0,2005,2005,1,1153,1,1561,1561,0,1561,1,0,2,0,2,2,1,6,2,203,47,1.672097858,0,0,0,0,277500,8,9,5,5,3,5,19,39,1.591064607,6,147,1.73239376,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,10552,3,3,0,1018,Unf,,0,380,1398,4,1,1700,0,0,1,0.5,1,1,2.5,4,1,1,4,2,447,3,3,1,38,2.610660163
36,0,0,1,0,2004,2005,0,0,1,1117,1132,1320,2452,0,0,3,1,4,3.5,1,9,3,113,32,1.505149978,0,0,0,0,309000,9,8,5,4,3,4,20,45,1.653212514,9,148.8888889,1.72427587,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,7313,5,3,0,1153,Unf,,0,408,1561,5,1,1561,0,1,0,1,2,0,3,2,1,1,4,2,556,3,3,1,148.5,3.048053173
37,0,0,1,0,1994,1995,0,0,1,1097,1097,0,1097,0,0,1,1,3,1.5,1,6,2,392,64,1.806179974,0,0,0,0,145000,10,5,5,3,3,3,17,31,1.491361694,10,158.8,1.707570176,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,13418,5,3,2,0,Unf,,0,1117,1117,5,1,1132,1320,0,0,0,3,1,4,4,1,1,4,3,691,3,3,1,88.5,3.040206628
38,0,0,1,0,1954,1990,1,1213,1,1297,1297,0,1297,0,1,1,0,3,1,1,5,2,0,0,0.01,0,0,0,0,153000,10,5,6,3,3,3,18,35,1.544068044,14,128.5714286,1.69019608,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,10859,4,3,0,0,Unf,,0,1097,1097,5,1,1097,0,0,0,0,1,1,2,3,1,0,0,2,672,3,3,1,260,1.924279286
39,0,0,1,0,1953,2007,1,731,1,1057,1057,0,1057,1,0,1,0,3,1,1,5,1,0,52,1.716003344,0,0,0,0,109000,9,5,7,3,4,4,18,35,1.544068044,12,147.3333333,1.62324929,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,8532,3,3,0,1213,Unf,,0,84,1297,4,1,1297,0,0,1,0.5,1,0,1.5,3,1,1,3,2,498,3,3,1,0,2.5132176
40,0,0,1,0,1955,1955,0,0,0,0,1152,0,1152,0,0,2,0,2,2,2,6,0,0,0,0.01,0,0,0,0,82000,17,4,5,3,3,2,19,40,1.602059991,16,140,1.491361694,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68,7922,3,3,0,731,Unf,,0,326,1057,3,1,1057,0,1,0,1,1,0,2,3,1,0,0,1,246,3,3,1,52,0.01
41,0,0,1,0,1965,1965,1,643,1,1088,1324,0,1324,0,0,2,0,3,2,1,6,2,0,138,2.139879086,0,0,0,0,160000,10,6,5,3,3,3,23,55,1.740362689,11,174.7272727,0.84509804,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6040,0,0,0,0,NA,,0,0,0,3,0,1152,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,2.648360011
42,0,0,1,0,1959,1959,1,967,1,1350,1328,0,1328,0,1,1,1,2,1.5,1,5,1,0,104,2.017033339,0,0,0,0,170000,8,5,6,3,4,3,20,43,1.633468456,8,130.875,2.096910013,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,8658,3,3,0,643,Unf,,0,445,1088,5,1,1324,0,0,0,0,2,0,2,3,1,1,3,2,440,3,3,1,138,2.583198774
43,0,0,1,0,1983,1983,1,747,1,840,884,0,884,1,0,1,0,2,1,1,5,2,240,0,0.01,0,0,0,0,144000,9,5,7,3,3,4,20,43,1.633468456,11,117.6363636,2.041392685,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,16905,3,3,3,967,Unf,,0,383,1350,4,1,1328,0,0,1,0.5,1,1,2.5,2,1,2,4,1,308,3,3,0,104,0.01
44,0,0,1,0,1975,1980,1,280,1,938,938,0,938,1,0,1,0,3,1,1,5,1,145,0,0.01,0,0,0,0,130250,8,5,6,3,3,3,18,33,1.51851394,8,121,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9180,4,3,2,747,LwQ,,93,0,840,4,1,884,0,1,0,1,1,0,2,2,1,0,0,2,504,3,4,1,120,2.222716471
45,0,0,1,0,1959,1959,1,179,1,1150,1150,0,1150,1,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,141000,9,5,6,3,3,3,15,22,1.342422681,8,134.625,1.954242509,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9200,4,3,2,280,BLQ,,491,167,938,3,1,938,0,1,0,1,1,0,2,3,1,0,0,1,308,3,3,1,72.5,2.667452953
46,0,0,1,0,2005,2005,1,456,1,1752,1752,0,1752,1,0,2,0,2,2,1,6,2,196,82,1.913813852,0,0,0,0,319900,8,9,5,5,3,5,17,31,1.491361694,7,113.7142857,1.944482672,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,7945,3,3,0,179,BLQ,,506,465,1150,5,1,1150,0,1,0,1,1,0,2,3,1,0,0,1,300,3,3,1,0,3.112605002
47,0,0,1,0,2003,2003,1,1416,1,1650,1690,1589,3279,1,0,3,1,4,3.5,1,12,3,503,36,1.556302501,0,0,210,0,538000,5,8,5,5,3,5,22,55,1.740362689,6,144,1.944482672,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,7658,5,3,0,456,Unf,,0,1296,1752,5,1,1752,0,1,0,1,2,0,3,2,1,1,4,2,576,3,3,1,180,2.369215857
48,1,0,0,0,2006,2006,1,24,1,1656,1656,0,1656,0,0,2,0,3,2,1,7,3,0,146,2.164352856,0,0,0,0,249700,10,8,5,4,3,4,19,40,1.602059991,6,127.3333333,1.929418926,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,12822,5,3,0,1351,Unf,,0,83,1434,5,1,1518,631,1,0,1,1,1,3,1,1,1,5,2,670,3,3,1,325,3.212720154
49,0,0,0,1,1920,2008,0,0,1,736,736,716,1452,0,0,2,0,2,2,3,8,0,0,0,0.01,102,0,0,0,113000,12,4,5,3,3,3,18,37,1.568201724,10,152.2,1.924279286,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,11096,4,3,2,24,Unf,,0,1632,1656,5,1,1656,0,0,0,0,2,0,2,3,1,0,0,3,826,3,3,1,146,2.866877814
50,0,0,1,0,1966,1966,1,763,1,955,955,0,955,1,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,127000,10,5,7,3,3,3,19,39,1.591064607,8,121,1.919078092,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,4456,3,3,0,0,Unf,,0,736,736,4,1,736,716,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,204,2.283301229
51,0,0,1,0,1997,1997,1,182,1,794,794,676,1470,0,1,2,0,3,2,1,6,2,0,75,1.875061263,0,0,0,0,177000,8,6,6,3,3,3,20,45,1.653212514,6,155.8333333,1.903089987,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,7742,3,3,0,763,Unf,,0,192,955,5,1,955,0,1,0,1,1,0,2,3,1,0,0,1,386,3,3,1,0,2.786751422
